20110102a,김범준展 / KIMBEONJUN / 金範埈 / mixed media,with nothing,solo exhibition,김범준,무제,현수막 실사출력,140×90cm,2011,https://neolook.com/archives/2011010204a.jpg
20110616g,2011_0616 ▶ 2011_0715 / 일요일 휴관,어떤 풍경 Somewhere Place,other,이소영,키리코 광장 Chiricos square,C 프린트,220×200cm,2008,https://neolook.com/archives/2011061604g.jpg
20110616g,2011_0616 ▶ 2011_0715 / 일요일 휴관,어떤 풍경 Somewhere Place,other,이상원,Ski Resort,종이에 수채,17×35cm,2010,https://neolook.com/archives/2011061605g.jpg
20110616g,2011_0616 ▶ 2011_0715 / 일요일 휴관,어떤 풍경 Somewhere Place,other,박상희,아트플랫폼,캔버스 시트컷팅에 아크릴채색,130×162cm,2010,https://neolook.com/archives/2011061607g.jpg
20110616h,2창수展 / LEECHANGSU / installation.painting,공격하기 쉬운 표적 Sitting Target,solo exhibition,이창수,뉴튼의 오비이락,유리판에 아크릴채색,24×20×15cm,2010,https://neolook.com/archives/2011061601h.jpg
20110616h,2창수展 / LEECHANGSU / installation.painting,공격하기 쉬운 표적 Sitting Target,solo exhibition,이창수,맥도날드 천국의 민들레,유리판에 아크릴채색,24×20×15cm,2010,https://neolook.com/archives/2011061604h.jpg
20110616h,2창수展 / LEECHANGSU / installation.painting,공격하기 쉬운 표적 Sitting Target,solo exhibition,이창수,For the Love of God,유리판에 아크릴채색,65×30×20cm,2011,https://neolook.com/archives/2011061606h.jpg
20110616j,초강 임수빈 화백展 / IMSOOBIN / 任秀彬 / painting,디아스포라 대회를 위한 초강 임수빈 화백 전시회,solo exhibition,임수빈,쓰나미의 고통,한지에 채묵,70×110cm,2011,https://neolook.com/archives/2011061601j.jpg
20110616j,초강 임수빈 화백展 / IMSOOBIN / 任秀彬 / painting,디아스포라 대회를 위한 초강 임수빈 화백 전시회,solo exhibition,임수빈,독수리의 날개처럼,한지에 채묵,45×50cm,2010,https://neolook.com/archives/2011061602j.jpg
20110616j,초강 임수빈 화백展 / IMSOOBIN / 任秀彬 / painting,디아스포라 대회를 위한 초강 임수빈 화백 전시회,solo exhibition,임수빈,평화속의 조화,한지에 채묵,65×65cm,2010,https://neolook.com/archives/2011061603j.jpg
20110616j,초강 임수빈 화백展 / IMSOOBIN / 任秀彬 / painting,디아스포라 대회를 위한 초강 임수빈 화백 전시회,solo exhibition,임수빈,기름물에 빠진 새 한마리,한지에 채묵,65×65cm,2011,https://neolook.com/archives/2011061604j.jpg
20110616j,초강 임수빈 화백展 / IMSOOBIN / 任秀彬 / painting,디아스포라 대회를 위한 초강 임수빈 화백 전시회,solo exhibition,임수빈,이브의 눈물,한지에 채묵,45×50cm,2010,https://neolook.com/archives/2011061605j.jpg
20110616j,초강 임수빈 화백展 / IMSOOBIN / 任秀彬 / painting,디아스포라 대회를 위한 초강 임수빈 화백 전시회,solo exhibition,임수빈,원죄의 비밀,한지에 채묵,70×65cm,2009,https://neolook.com/archives/2011061606j.jpg
20110617a,2011 TEAF (Taehwa-river Eco Art Festival),2011 태화강국제설치미술제,other,강이연,Smart Warmth,인터렉티브 조명 설치,가변크기,2010,https://neolook.com/archives/2011061702a.jpg
20110617a,2011 TEAF (Taehwa-river Eco Art Festival),2011 태화강국제설치미술제,other,정승,We Must Be Seen II,안전펜스,가변크기,2008,https://neolook.com/archives/2011061703a.jpg
20110617a,2011 TEAF (Taehwa-river Eco Art Festival),2011 태화강국제설치미술제,other,정흥섭,windows,C 프린트,66.5×100cm,2009,https://neolook.com/archives/2011061704a.jpg
20110617a,2011 TEAF (Taehwa-river Eco Art Festival),2011 태화강국제설치미술제,other,홍범,Hide & Seek II,2채널 비디오 프로젝션 사운드 쌍방향 거울 구리관,가변크기,2011,https://neolook.com/archives/2011061706a.jpg
20110617a,2011 TEAF (Taehwa-river Eco Art Festival),2011 태화강국제설치미술제,other,Ping Qiu(핑 치우),Finger Flower,고무장갑,가변크기,2005,https://neolook.com/archives/2011061707a.jpg
20110617b,홍일화展 / HONGILHWA / 洪逸和 / painting,노이즈 마케팅(noise marketing),solo exhibition,홍일화,Slip시리즈,캔버스에 유채,60×60cm,2011,https://neolook.com/archives/2011061701b.jpg
20110617b,홍일화展 / HONGILHWA / 洪逸和 / painting,노이즈 마케팅(noise marketing),solo exhibition,홍일화,Slip시리즈,캔버스에 유채,60×60cm,2011,https://neolook.com/archives/2011061702b.jpg
20110617b,홍일화展 / HONGILHWA / 洪逸和 / painting,노이즈 마케팅(noise marketing),solo exhibition,홍일화,Slip시리즈,캔버스에 유채,60×60cm,2011,https://neolook.com/archives/2011061703b.jpg
20110617b,홍일화展 / HONGILHWA / 洪逸和 / painting,노이즈 마케팅(noise marketing),solo exhibition,홍일화,Slip시리즈,캔버스에 유채,60×60cm,2011,https://neolook.com/archives/2011061704b.jpg
20110617b,홍일화展 / HONGILHWA / 洪逸和 / painting,노이즈 마케팅(noise marketing),solo exhibition,홍일화,Slip시리즈,캔버스에 유채,60×60cm,2011,https://neolook.com/archives/2011061705b.jpg
20110617b,홍일화展 / HONGILHWA / 洪逸和 / painting,노이즈 마케팅(noise marketing),solo exhibition,홍일화,Slip시리즈,캔버스에 유채,60×60cm,2011,https://neolook.com/archives/2011061706b.jpg
20110617b,홍일화展 / HONGILHWA / 洪逸和 / painting,노이즈 마케팅(noise marketing),solo exhibition,홍일화,Elles시리즈,캔버스에 유채,175×70cm,2011,https://neolook.com/archives/2011061707b.jpg
20110617c,강선미展 / KANGSUNMEE / 姜善美 / installation.painting,아울렛 OUTLET,solo exhibition,강선미,조직화,혼합재료,가변크기,2011,https://neolook.com/archives/2011061701c.jpg
20110617c,강선미展 / KANGSUNMEE / 姜善美 / installation.painting,아울렛 OUTLET,solo exhibition,강선미,연결,혼합재료,가변크기,2011,https://neolook.com/archives/2011061702c.jpg
20110617c,강선미展 / KANGSUNMEE / 姜善美 / installation.painting,아울렛 OUTLET,solo exhibition,강선미,아울렛,혼합재료,가변크기,2011,https://neolook.com/archives/2011061703c.jpg
20110617c,강선미展 / KANGSUNMEE / 姜善美 / installation.painting,아울렛 OUTLET,solo exhibition,강선미,43,스테인리스 스틸,가변크기,2011,https://neolook.com/archives/2011061704c.jpg
20110617c,강선미展 / KANGSUNMEE / 姜善美 / installation.painting,아울렛 OUTLET,solo exhibition,강선미,획,캔버스에 아크릴채색,각 97×162.2cm,2011,https://neolook.com/archives/2011061705c.jpg
20110617c,강선미展 / KANGSUNMEE / 姜善美 / installation.painting,아울렛 OUTLET,solo exhibition,강선미,획,캔버스에 아크릴채색,97×162.2cm,2011,https://neolook.com/archives/2011061706c.jpg
20110617e,이용환展 / LEEYONGHWAN / photography,정치적 풍경 Political Landscape,solo exhibition,이용환,yong01,피그먼트 프린트 알루미늄에 리플렉시브 글라스,100×150cm,2010,https://neolook.com/archives/2011061701e.jpg
20110617e,이용환展 / LEEYONGHWAN / photography,정치적 풍경 Political Landscape,solo exhibition,이용환,yong02,피그먼트 프린트 알루미늄에 리플렉시브 글라스,100×150cm,2011,https://neolook.com/archives/2011061702e.jpg
20110617e,이용환展 / LEEYONGHWAN / photography,정치적 풍경 Political Landscape,solo exhibition,이용환,yong03,피그먼트 프린트 알루미늄에 리플렉시브 글라스,100×150cm,2011,https://neolook.com/archives/2011061703e.jpg
20110617e,이용환展 / LEEYONGHWAN / photography,정치적 풍경 Political Landscape,solo exhibition,이용환,yong04,피그먼트 프린트 알루미늄에 리플렉시브 글라스,100×150cm,2010,https://neolook.com/archives/2011061704e.jpg
20110617e,이용환展 / LEEYONGHWAN / photography,정치적 풍경 Political Landscape,solo exhibition,이용환,yong05,피그먼트 프린트 알루미늄에 리플렉시브 글라스,100×150cm,2011,https://neolook.com/archives/2011061705e.jpg
20110617f,박성진_이정자_조이경展,번역된 현장 Translated Site,exhibition,박성진,표선리-제주도,디지털 C 프린트,32×48cm,2010,https://neolook.com/archives/2011061701f.jpg
20110617f,박성진_이정자_조이경展,번역된 현장 Translated Site,exhibition,박성진,창신동,디지털 C 프린트,48×32cm,2010,https://neolook.com/archives/2011061702f.jpg
20110617f,박성진_이정자_조이경展,번역된 현장 Translated Site,exhibition,박성진,목포,디지털 C 프린트,48×72cm,2010,https://neolook.com/archives/2011061703f.jpg
20110617f,박성진_이정자_조이경展,번역된 현장 Translated Site,exhibition,이정자,Twin Song,캔버스에 유채,91×116cm,2011,https://neolook.com/archives/2011061704f.jpg
20110617f,박성진_이정자_조이경展,번역된 현장 Translated Site,exhibition,이정자,꾀꼬리 합창단,캔버스에 유채,97×130cm,2008,https://neolook.com/archives/2011061705f.jpg
20110617f,박성진_이정자_조이경展,번역된 현장 Translated Site,exhibition,이정자,Still Life-의도된 소멸,캔버스에 유채,116×90cm,2011,https://neolook.com/archives/2011061706f.jpg
20110617f,박성진_이정자_조이경展,번역된 현장 Translated Site,exhibition,조이경,Still Life,3채널 비디오-콜라쥬 설치,00:10:00,2008,https://neolook.com/archives/2011061707f.jpg
20110617f,박성진_이정자_조이경展,번역된 현장 Translated Site,exhibition,조이경,Still Life #6,C 프린트,60×40cm,2010,https://neolook.com/archives/2011061708f.jpg
20110617f,박성진_이정자_조이경展,번역된 현장 Translated Site,exhibition,조이경,Still Life #1,C 프린트,60×40cm,2010,https://neolook.com/archives/2011061709f.jpg
20110617g,송지원展 / SONGJEEWON / 宋智元 / sculpture,Inner calm,solo exhibition,송지원,니이케,부조 석고,650×500mm,2011,https://neolook.com/archives/2011061703g.jpg
20110617g,송지원展 / SONGJEEWON / 宋智元 / sculpture,Inner calm,solo exhibition,송지원,동그라미,부조 석고,1000mm,2011,https://neolook.com/archives/2011061704g.jpg
20110617g,송지원展 / SONGJEEWON / 宋智元 / sculpture,Inner calm,solo exhibition,송지원,모,부조 석고,390×210mm,2011,https://neolook.com/archives/2011061705g.jpg
20110617g,송지원展 / SONGJEEWON / 宋智元 / sculpture,Inner calm,solo exhibition,송지원,부드러운,모서리에 가변설치,석고,2011,https://neolook.com/archives/2011061706g.jpg
20110617g,송지원展 / SONGJEEWON / 宋智元 / sculpture,Inner calm,solo exhibition,송지원,피에타,부조 석고,840×810mm,2011,https://neolook.com/archives/2011061707g.jpg
20110617h,양희아展 / YANGHEEAH / 楊喜雅 / installation.drawing,11월의 주황 지평선 Orange Horizon in November,solo exhibition,양희아,얼음 회오리 드로잉,종이에 수채,100×71cm,2011,https://neolook.com/archives/2011061705h.jpg
20110617h,양희아展 / YANGHEEAH / 楊喜雅 / installation.drawing,11월의 주황 지평선 Orange Horizon in November,solo exhibition,양희아,먼지구름 드로잉,종이에 수채,58×42cm,2011,https://neolook.com/archives/2011061701h.jpg
20110618d,황인철展 / HWANGINCHUL / 黃仁喆 /  sculpture,영원한 생명력 시뮬라크르,solo exhibition,황인철,영원한 생명 - 약동 02 Eternal Life - Lively Motion 02,브론즈,70×61×14cm,2011,https://neolook.com/archives/2011061801d.jpg
20110618d,황인철展 / HWANGINCHUL / 黃仁喆 /  sculpture,영원한 생명력 시뮬라크르,solo exhibition,황인철,영원한 생명 - 상념 07 Eternal Life - Notion 07,브론즈,77×46×16cm,2011,https://neolook.com/archives/2011061802d.jpg
20110618d,황인철展 / HWANGINCHUL / 黃仁喆 /  sculpture,영원한 생명력 시뮬라크르,solo exhibition,황인철,영원한 생명 - 그 창조 02 Eternal life - The creation 02,브론즈,64×40×15cm,2011,https://neolook.com/archives/2011061803d.jpg
20110618d,황인철展 / HWANGINCHUL / 黃仁喆 /  sculpture,영원한 생명력 시뮬라크르,solo exhibition,황인철,영원한생명-자유 01 Eternal Life-Liberty 01,브론즈,90×65×20cm,2007,https://neolook.com/archives/2011061804d.jpg
20110618d,황인철展 / HWANGINCHUL / 黃仁喆 /  sculpture,영원한 생명력 시뮬라크르,solo exhibition,황인철,생명-그 찬미 Life-The Plaise,브론즈,42×32×24cm,1995,https://neolook.com/archives/2011061805d.jpg
20110618d,황인철展 / HWANGINCHUL / 黃仁喆 /  sculpture,영원한 생명력 시뮬라크르,solo exhibition,황인철,영원한 생명 - 그 기쁨 02 Eternal life - The pleasure 02,브론즈,64×40×15cm,2011,https://neolook.com/archives/2011061806d.jpg
20110618d,황인철展 / HWANGINCHUL / 黃仁喆 /  sculpture,영원한 생명력 시뮬라크르,solo exhibition,황인철,영원한생명-숲 01 Eternal Life-Forest 01,브론즈,52×76×15cm,2007,https://neolook.com/archives/2011061807d.jpg
20110618e,한태희展 / HANTAIHIE / 韓太曦 / painting,Broken Heart,solo exhibition,한태희,unexpected dancing,캔버스에 아크릴채색,100×132cm,2011,https://neolook.com/archives/2011061801e.jpg
20110618e,한태희展 / HANTAIHIE / 韓太曦 / painting,Broken Heart,solo exhibition,한태희,언제나 영화처럼,캔버스에 아크릴채색,120×120cm,2009,https://neolook.com/archives/2011061802e.jpg
20110618e,한태희展 / HANTAIHIE / 韓太曦 / painting,Broken Heart,solo exhibition,한태희,another myself,캔버스에 아크릴채색,180×67cm,2010,https://neolook.com/archives/2011061803e.jpg
20110618e,한태희展 / HANTAIHIE / 韓太曦 / painting,Broken Heart,solo exhibition,한태희,healing rock,캔버스에 아크릴채색,180×67cm,2010,https://neolook.com/archives/2011061804e.jpg
20110618e,한태희展 / HANTAIHIE / 韓太曦 / painting,Broken Heart,solo exhibition,한태희,trace of time,캔버스에 아크릴채색,180×67cm,2010,https://neolook.com/archives/2011061805e.jpg
20110618e,한태희展 / HANTAIHIE / 韓太曦 / painting,Broken Heart,solo exhibition,한태희,Buzzing Morning,캔버스에 아크릴채색,90×120cm,2010,https://neolook.com/archives/2011061806e.jpg
20110618g,박진성展 / PARKJINSUNG / 朴辰成 / sculpture,AJUSSI,solo exhibition,박진성,웃음이난다,수지에 아크릴채색,67×30×30cm,2011 ,https://neolook.com/archives/2011061801g.jpg
20110618g,박진성展 / PARKJINSUNG / 朴辰成 / sculpture,AJUSSI,solo exhibition,박진성,나의노래,수지에 아크릴채색,50×20×20cm,2011,https://neolook.com/archives/2011061802g.jpg
20110618g,박진성展 / PARKJINSUNG / 朴辰成 / sculpture,AJUSSI,solo exhibition,박진성,별이 빛나는 밤에,수지에 아크릴채색,40×30×40cm,2011,https://neolook.com/archives/2011061803g.jpg
20110618g,박진성展 / PARKJINSUNG / 朴辰成 / sculpture,AJUSSI,solo exhibition,박진성,소나기,수지에 아크릴채색,67×30×30cm,2011,https://neolook.com/archives/2011061804g.jpg
20110618g,박진성展 / PARKJINSUNG / 朴辰成 / sculpture,AJUSSI,solo exhibition,박진성,괜찮다 괜찮다..,수지에 아크릴채색,70×35×60cm,2011,https://neolook.com/archives/2011061805g.jpg
20110618g,박진성展 / PARKJINSUNG / 朴辰成 / sculpture,AJUSSI,solo exhibition,박진성,소나기,수지에 아크릴채색,67×30×30cm,2011,https://neolook.com/archives/2011061806g.jpg
20110618i,2011_0615 ▶ 2011_0702 / 월요일 휴관,TRUTH & FACT-허위사실유포,other,이재명,A stranger,캔버스에 아크릴채색,194×112.1cm,2011,https://neolook.com/archives/2011061802i.jpg
20110618i,2011_0615 ▶ 2011_0702 / 월요일 휴관,TRUTH & FACT-허위사실유포,other,이범용,Garden of love,종이에 수채,76×57cm,2010,https://neolook.com/archives/2011061804i.jpg
20110618i,2011_0615 ▶ 2011_0702 / 월요일 휴관,TRUTH & FACT-허위사실유포,other,조혜진,Mouth-7,캔버스에 아크릴채색,162×130cm,2010,https://neolook.com/archives/2011061805i.jpg
20110618i,2011_0615 ▶ 2011_0702 / 월요일 휴관,TRUTH & FACT-허위사실유포,other,윤현,PTS 01-013N,잉크젯 피그먼트 프린트,104×130cm,2010,https://neolook.com/archives/2011061806i.jpg
20110618i,2011_0615 ▶ 2011_0702 / 월요일 휴관,TRUTH & FACT-허위사실유포,other,최배혁,기러기 아빠,레진 혼합재료,90×60×60cm,2010,https://neolook.com/archives/2011061807i.jpg
20110618j,김태호_이인_이진경展,헤이리 작가전 Residency in Heyri,exhibition,김태호,모호함,캔버스에 아크릴채색,72.7×91.9cm,2011,https://neolook.com/archives/2011061803j.jpg
20110618j,김태호_이인_이진경展,헤이리 작가전 Residency in Heyri,exhibition,김태호,가장 알맞게 움직이다,종이에 먹,90×114.5cm,2011,https://neolook.com/archives/2011061804j.jpg
20110618j,김태호_이인_이진경展,헤이리 작가전 Residency in Heyri,exhibition,이인,Who are you? 38,캔버스에 혼합재료,255×117cm,2011,https://neolook.com/archives/2011061805j.jpg
20110618j,김태호_이인_이진경展,헤이리 작가전 Residency in Heyri,exhibition,이인,Who are you? 1,캔버스에 혼합재료,53×45.5cm,2011,https://neolook.com/archives/2011061807j.jpg
